feature,importance
destroywindow,0.0007456060784848679
regenumkeya,0.0007438063564495058
NumberOfSections,0.0007410963347944115
_wcsnicmp,0.0007371622359160731
Subsystem,0.0007362221781057705
regclosekey,0.000735555338324822
api-ms-win-core-synch-l1-1-0.dll,0.0007328859290396697
api-ms-win-core-synch-l1-2-0.dll,0.0007233186251475365
api-ms-win-core-registry-l1-1-0.dll,0.0007028050125184025
peekmessagea,0.0006895360758787805
wnetcloseenum,0.00065902790228588
isdebuggerpresent,0.000658433115903617
deletefilea,0.0006458055452357042
getparent,0.0006401528062839408
createmenu,0.000635798331081655
api-ms-win-core-interlocked-l1-1-0.dll,0.0006304623392540273
createmutexa,0.0006289053406233336
getcurrentprocessid,0.0006124908427008201
callwindowproca,0.0006067857142533249
postmessagea,0.0006046137803829047
removedirectorya,0.000593824577371273
systemparametersinfoa,0.0005935921535612199
checkdlgbutton,0.0005917851343431983
rmregisterresources,0.0005904150826066681
dialogboxparama,0.0005893844942277969
setenvironmentvariablea,0.0005876933266569226
createwindowexa,0.0005847763524004011
heaprealloc,0.0005780093830759014
has_packer,0.0005754178346356578
heapalloc,0.0005733976611731735
movefilea,0.0005599120218360604
getprivateprofilesectionnamesa,0.0005588052590954893
_purecall,0.000541101930073799
DELAY_IMPORT_VA,0.0005394999423050453
_o__set_fmode,0.0005351702260747759
copyfilea,0.0005340136940151151
acquiresrwlockexclusive,0.0005222137819867533
exitwindowsex,0.0005217731466794507
sleep,0.0005213882449173942
unhandledexceptionfilter,0.0005161401654054357
cryptimportkey,0.0005078115557126034
LOAD_CONFIG_VA,0.0005068896347080811
multibytetowidechar,0.0005033544611708951
wcslen,0.000497993292086427
FileAlignment,0.0004952926892734024
.idata,0.0004937360721285246
openprocesstoken,0.0004906441034021055
cryptreleasecontext,0.0004886686521731377
findfirstfilea,0.0004818126420102321
imagelist_replaceicon,0.0004788107090013021
findnextfilea,0.000477777306171734
isiconic,0.0004741505063515661
getcursorpos,0.00046996557938757316
rtlunwind,0.00046813028579889804
vcruntime140.dll,0.0004663564757764159
getwindowlonga,0.00046447843469378855
getenvironmentstrings,0.0004640525292195015
changetimerqueuetimer,0.00046147659234316264
api-ms-win-core-heap-l2-1-0.dll,0.00045566854373839323
closehandle,0.00045327529105704104
checktokenmembership,0.00044887273227707416
getclassinfoa,0.00044707079255807856
_corexemain,0.00043722982716017626
localfree,0.0004318707467358476
createdialogparama,0.0004286230543872784
createprocessa,0.00042735721956058977
api-ms-win-core-file-l1-1-0.dll,0.00042225237798025714
api-ms-win-crt-runtime-l1-1-0.dll,0.0004118291399872003
getcurrentprocess,0.0004054566408003177
_cxxthrowexception,0.00040235830696766674
postquitmessage,0.0004009095520447825
getmenustate,0.0004000234513527791
trackpopupmenu,0.0003981510444575478
getcapture,0.00039806195726744176
internetconnecta,0.000395103093851638
charupperbuffa,0.00039017493062733634
msimg32.dll,0.0003871648905722143
freelibrary,0.00038433709897295505
setwindowtexta,0.00037812518491820026
loadresource,0.00037552922846532244
expandenvironmentstringsa,0.00037530281757540044
writeconsolea,0.0003743586057879501
__getmainargs,0.0003739600190711754
getcurrentthreadid,0.0003737325666997169
flushfilebuffers,0.00036987437400648785
selectobject,0.00036907302770763874
setfileattributesa,0.0003689306924243402
oleaut32.dll,0.0003680087842934554
openprocess,0.000366911084224347
.reloc,0.00036537798604532103
getstartupinfoa,0.00036310512433336605
writefile,0.0003569465007541429
_o__initialize_wide_environment,0.0003524445031592538
msgwaitformultipleobjects,0.00035046110752995254
globallock,0.0003492207393942386
duplicatehandle,0.00034919172951801224
messageboxa,0.00034868640900623124
regenumvaluea,0.0003481056012301756
createeventa,0.00034486787084576746
sysreallocstringlen,0.0003406815082485969
cryptgetkeyparam,0.0003383051980769597
leavecriticalsection,0.00033638144226030847
createtoolhelp32snapshot,0.00033602770756439984
dosdatetimetofiletime,0.00033320946211387934
getversion,0.00033263760845258
setlasterror,0.0003314689527853701
_configthreadlocale,0.00033080860745850953
_o__invalid_parameter_noinfo_noreturn,0.00032704952780074744
shfileoperationa,0.00032647928306741
getcommandlinea,0.00032418559842863965
filetimetolocalfiletime,0.0003229126959145459
pathcombinew,0.00032037346950007905
getprocaddress,0.000315039177637216
registerclassa,0.0003146309571025232
virtualfree,0.00031304108241051403
api-ms-win-core-handle-l1-1-0.dll,0.0003109698911970938
api-ms-win-core-string-l1-1-0.dll,0.00031063284200054576
setfocus,0.00031020187941045973
initializeslisthead,0.00031015994738839734
ntcreatefile,0.00030802765764113843
setactivewindow,0.0003078102047436643
writeconsoleoutputattribute,0.000307140599961091
lstrcpyna,0.00029468214241607746
getsysteminfo,0.00029270594187005844
impersonateself,0.0002913286533964133
readfile,0.00029097884892366395
globalhandle,0.00029085073616248454
getprivateprofilestringa,0.00029003697225450127
COM_DESCRIPTOR_VA,0.00028917124862015855
debugbreak,0.00028901429607972154
_aulldvrm,0.0002886628658601718
exitprocess,0.0002837639324207153
_o__exit,0.0002829443290293493
getlasterror,0.00028005351829858
coinitialize,0.0002752051498206351
eventsetinformation,0.0002735761445056794
verqueryvaluea,0.00027296024262120344
interlockedexchange,0.00027278880395580876
getcomputernamea,0.00027174714803713265
loadimagea,0.0002709586948278758
kernel32.dll,0.00026844866710178745
deletecriticalsection,0.0002681245164057262
globalfree,0.0002651036882677996
msvcr90.dll,0.0002622160360484998
allocconsole,0.0002571682737286451
Machine,0.00025654794136799965
getdiskfreespacea,0.00025574083647635754
_o__cexit,0.0002545456381094643
enddialog,0.00025371773835379427
EXPORT_VA,0.00025230700160820885
eventunregister,0.0002521617637512695
getsidsubauthoritycount,0.0002521166434629761
qsort,0.00025105426206287277
heapcreate,0.0002502080603646795
getshortpathnamea,0.00024830930888024164
api-ms-win-crt-locale-l1-1-0.dll,0.000248004982111821
_o___std_exception_copy,0.00024730505683774725
api-ms-win-security-lsalookup-l2-1-0.dll,0.00024440625527602327
patblt,0.00024412890428323947
destroyicon,0.00024399023924993456
unhookwindowshookex,0.00024067246698300114
stringfromclsid,0.00023817168397114946
/19,0.00023499888093649217
DELAY_IMPORT_Size,0.0002341066088836385
TLS_VA,0.00023075370462958587
charpreva,0.0002291764682811151
rtlfreeheap,0.00022601522385171075
gettimezoneinformation,0.00022445874785565777
shgetmalloc,0.00022348406799179587
setconsolecursorposition,0.00022331888430021985
COM_DESCRIPTOR_Size,0.00021971350452560688
advapi32.dll,0.0002187640413031214
wsprintfa,0.00021577343881097662
shbrowseforfoldera,0.00021394912338009616
openservicea,0.0002137257155762843
getprocessheap,0.00021369017528355034
ioctlsocket,0.000213351519765837
ole32.dll,0.00021174208092615595
wcstoul,0.00021167512902249257
getacp,0.00020699844311791341
createfilea,0.00020697075262140013
findclose,0.00020605870832744394
sizeofresource,0.00020461354259897885
api-ms-win-core-debug-l1-1-0.dll,0.00020446013872285076
virtualalloc,0.00020395593793274915
regdeletevaluea,0.00020143253343115147
SizeOfHeapReserve,0.0001999723145269739
localrealloc,0.00019184786476271538
wcsncmp,0.0001914783788028441
heapfree,0.00019143751504503947
_onexit,0.0001891796181207943
drawtexta,0.0001879897056619275
safearrayptrofindex,0.00018700612690451053
createdirectorya,0.00018540398892055582
api-ms-win-core-namedpipe-l1-1-0.dll,0.00018516830385407036
.gfids,0.00018273335099125223
_o__set_new_mode,0.00018210134054733355
etweventunregister,0.00018115138372606628
api-ms-win-security-base-l1-1-0.dll,0.000180011761340099
SizeOfHeapCommit,0.00017938829515543392
_acmdln,0.00017823685257371542
api-ms-win-crt-math-l1-1-0.dll,0.00017782766418625708
getshellwindow,0.00017676400686260436
gettokeninformation,0.00017629574631696722
checkmenuitem,0.00017617352813516845
ntqueryinformationfile,0.0001758848221291923
adjusttokenprivileges,0.0001737560961351046
lcmapstringa,0.0001724991815390662
setconsoletextattribute,0.00017168401542805596
mapviewoffile,0.00017140558759663326
sendarp,0.00017098291860129518
getsystemtimeasfiletime,0.00017096073001502825
interlockeddecrement,0.0001699417766811487
deviceiocontrol,0.000169931718650923
/63,0.00016945815366977964
??3@yaxpax@z,0.0001677747760794296
variantclear,0.000167458713614052
setdlgitemtexta,0.00016709109992889664
num_registry_apis,0.00016688470447675342
getconsolemode,0.000166658919027808
setunhandledexceptionfilter,0.00016509422905915542
mscoree.dll,0.00016425339996078048
getmenu,0.00016328254571948913
_aulldiv,0.00016327591033623808
formatmessagea,0.0001607953632137653
_adjust_fdiv,0.00016019485466040284
alphablend,0.00016017036991378903
inet_addr,0.00015924127837867432
postqueuedcompletionstatus,0.00015733327948723507
api-ms-win-core-rtlsupport-l1-1-0.dll,0.0001568677663796675
sysstringlen,0.00015639125611985314
rtlfreeunicodestring,0.00015621191008872228
getfilesize,0.00015599462551865332
terminateprocess,0.00015583563893493098
wsasetlasterror,0.00015511814705726276
getwindowtexta,0.00015465994877194992
loadcursora,0.00015375249244948465
eventwritetransfer,0.0001533789620659633
api-ms-win-core-util-l1-1-0.dll,0.00015225413961320438
NumberOfSymbols,0.00015147421856335943
setconsolectrlhandler,0.00015079290082754392
setendoffile,0.00015008829440411872
offsetrect,0.00014979500844465962
_except_handler3,0.00014978585780530364
getwindow,0.0001477019430099153
api-ms-win-core-localization-l1-2-0.dll,0.00014758790853128403
api-ms-win-security-sddl-l1-1-0.dll,0.00014609332069127
raiseexception,0.0001445383758708242
/75,0.00014431846180713544
getfileversioninfoa,0.00014363877335808335
updatewindow,0.00014122484309196748
.sxdata,0.00014114087622508123
cryptacquirecontexta,0.0001410622911150452
outputdebugstringa,0.00014059898251466874
isprocessorfeaturepresent,0.0001402130994850508
inflaterect,0.00013930188104320816
getstockobject,0.00013928973125618233
openthreadtoken,0.00013859561517149202
.l2,0.00013855749150853505
PointerToSymbolTable,0.00013855015060349008
virtualquery,0.00013827769459670266
setprocesspriorityboost,0.00013702543957050254
?resolveweakreference@details@platform@@yape$aavobject@2@aebu_guid@@peapeau__abi_iunknown@@@z,0.00013641983451348532
resetevent,0.00013569698344912274
getwindowsdirectorya,0.00013548039276457227
getsystemdirectorya,0.00013404396244118863
BOUND_IMPORT_Size,0.00013358056174420574
htonl,0.00013298752725291585
setcurrentdirectorya,0.00013182436627776528
createremotethread,0.0001317713580457771
swprintf_s,0.00013173597022235464
loadstringa,0.00013166112174952624
systemtimetofiletime,0.00013144063929877427
fclose,0.00013076262601326491
__dllonexit,0.0001306234394019256
gettemppatha,0.00012943735841647886
_memicmp,0.0001289921370723794
getsystemmenu,0.00012860614799107417
shlwapi.dll,0.00012722782321016168
charnexta,0.00012442798701787187
printf,0.00012387041910498858
cocreatefreethreadedmarshaler,0.00012334257962579877
stretchblt,0.00012246178545966427
_o_exit,0.00012239205390217616
getdlgitemtexta,0.0001221011283287256
api-ms-win-core-heap-l1-1-0.dll,0.00012172058359998143
api-ms-win-core-processthreads-l1-1-1.dll,0.00012066641779137218
wsaasyncselect,0.00012001314073064863
createcompatiblebitmap,0.0001197351680369
heapdestroy,0.00011955041441581627
cryptgenkey,0.00011931370735002363
sysallocstringbytelen,0.00011928078507767635
strcmp,0.00011841995032329096
code,0.00011783450992998802
etweventregister,0.00011765242240161509
cryptdestroyhash,0.00011743343160503375
getfileattributesa,0.00011733090901949161
/32,0.00011691117306754378
getobjecttype,0.00011686457259219265
??1type_info@@uae@xz,0.00011625948126324227
SectionAlignment,0.00011617440881084766
getlastactivepopup,0.00011611898042093995
cryptgenrandom,0.00011591632768754854
comparestringa,0.00011510801698056625
gettempfilenamea,0.00011493986490033595
commandlinetoargvw,0.00011435951514110434
ntopenfile,0.00011395472454459866
netapi32.dll,0.00011323751703307644
shellexecutea,0.00011309852082323138
interlockedincrement,0.00011292810250139103
_winzip_,0.000112833844907446
begindeferwindowpos,0.00010937106889147006
getdrivetypea,0.00010917589619602429
ntopenprocesstoken,0.00010881839567343292
api-ms-win-core-processenvironment-l1-1-0.dll,0.00010872215876990209
winmm.dll,0.0001069394987155069
getlocaleinfoa,0.00010654079716993277
getstringtypea,0.00010634625127241482
releasecapture,0.00010631967049567276
api-ms-win-core-kernel32-legacy-l1-1-0.dll,0.00010572908036852437
e_oemid,0.00010569722764667775
cabinet.dll,0.00010501864923280654
oleinitialize,0.0001040397481083081
getlogicaldrives,0.00010384626615178495
shgetknownfolderpath,0.00010382873317966887
regdeletekeya,0.00010305281628221222
fwrite,0.00010287587986368295
getfileversioninfosizea,0.00010221966349842087
widechartomultibyte,0.0001020494864994668
setrect,0.00010192767256968212
openscmanagera,0.00010147847974868798
setnamedsecurityinfow,0.00010041533052315434
getmodulefilenamea,0.000100031110555197
muldiv,9.941406187908846e-05
localalloc,9.9180158094553e-05
mapwindowpoints,9.880271404894188e-05
interlockedcompareexchange,9.81948079580921e-05
lockresource,9.795308709177254e-05
e_ovno,9.706171225634479e-05
_snwprintf,9.666971472294751e-05
cocreateguid,9.666802280473174e-05
callnexthookex,9.631831865738048e-05
ptinrect,9.576282324307269e-05
getkeystate,9.523950162783279e-05
_wtoi,9.523694752836371e-05
_o___stdio_common_vsnprintf_s,9.491994717757626e-05
_itoa,9.341377787208083e-05
peeknamedpipe,9.31287135787474e-05
findtexta,9.277566395386681e-05
cocreateinstance,9.273630775889491e-05
getfileinformationbyhandle,9.265433155834687e-05
eventregister,9.253875090824169e-05
copyrect,9.172842431984471e-05
closeservicehandle,9.165502072634954e-05
pager32c,9.162807205657827e-05
chartooembuffa,9.1247572274083e-05
htons,9.107832858147081e-05
api-ms-win-core-winrt-error-l1-1-0.dll,9.107632190071921e-05
??0outofboundsexception@platform@@qe$aaa@xz,9.07832178464453e-05
cryptgethashparam,9.063816786308989e-05
_vsnprintf_s,9.030592080038114e-05
movewindow,9.000945979702581e-05
page,8.988380024414579e-05
variantchangetype,8.891874150452935e-05
wsock32.dll,8.851018922685285e-05
_register_thread_local_exe_atexit_callback,8.818034355843558e-05
getthreadlocale,8.758990105140716e-05
sethandlecount,8.756991400499161e-05
loadmenua,8.71966095380954e-05
createbitmap,8.716130544661825e-05
.didat,8.595184831856052e-05
isvalidlocale,8.593231240107149e-05
cotaskmemalloc,8.512564020893164e-05
freeenvironmentstringsa,8.455927122360346e-05
getenvironmentvariablea,8.423114317376232e-05
sprintf,8.377898301952912e-05
lstrcmpia,8.374822833334324e-05
createfilemappinga,8.295423860386841e-05
upx2,8.28304242954279e-05
heapsize,8.245725581716846e-05
senddlgitemmessagea,8.181536060790175e-05
_allmul,8.16836733319603e-05
.tls,8.068676519622955e-05
getmessageextrainfo,8.018821241362055e-05
winspool.drv,8.006446383417517e-05
tlsfree,7.981257406907646e-05
num_network_apis,7.966456473049329e-05
wtsgetactiveconsolesessionid,7.925601982570025e-05
_o__crt_atexit,7.9049139661034e-05
data,7.902855370258665e-05
api-ms-win-crt-heap-l1-1-0.dll,7.891427227397582e-05
writeprivateprofilestringa,7.715368032236174e-05
getasynckeystate,7.493539971860697e-05
getsystemtime,7.483227902592001e-05
getqueuedcompletionstatus,7.411307155983926e-05
heapsetinformation,7.358534302794053e-05
openmutexa,7.313371824781082e-05
rtlallocateheap,7.27802100175772e-05
_o_free,7.256188884885462e-05
cryptdecrypt,7.222903996039281e-05
signalobjectandwait,7.150605079416335e-05
messagebeep,7.14781308545366e-05
copysid,7.135044014805632e-05
/112,7.132428472336343e-05
encodepointer,7.122160244073596e-05
setsecuritydescriptorgroup,7.100616877245564e-05
nlsdata,7.009957090416287e-05
createstreamonhglobal,7.007492005907254e-05
wsastartup,6.946649078895398e-05
.mpress2,6.940972869089987e-05
convertstringsecuritydescriptortosecuritydescriptorw,6.936341209011983e-05
gdipfree,6.935480208362135e-05
setevent,6.895367128900504e-05
internetopena,6.85573097755213e-05
strlen,6.82055970175379e-05
?eventsourcegettargetarraysize@details@platform@@yaipeax@z,6.751594903284541e-05
switchtothread,6.729099447530214e-05
TLS_Size,6.717905732110855e-05
closethreadpooltimer,6.704005896974801e-05
flushinstructioncache,6.698004147012069e-05
wcscat,6.69431862607331e-05
createsemaphorea,6.668057761535104e-05
entercriticalsection,6.667303343489858e-05
api-ms-win-crt-stdio-l1-1-0.dll,6.658054002663786e-05
createtoolbarex,6.628753799786454e-05
isdbcsleadbyte,6.583604344817382e-05
ntclose,6.535502696026948e-05
setmenu,6.47338973981522e-05
rmstartsession,6.470623444174868e-05
checkmenuradioitem,6.461552058738377e-05
systemfunction036,6.450708239140294e-05
_ismbblead,6.433638806491565e-05
readprocessmemory,6.429763459015272e-05
getmodulehandlea,6.429469670498303e-05
strcmpiw,6.380437522581029e-05
cryptcreatehash,6.370572185301126e-05
filetimetosystemtime,6.32870344692297e-05
getconsolescreenbufferinfo,6.273472050229022e-05
freelibraryandexitthread,6.189727634766469e-05
freeresource,6.1042419376404e-05
enumcalendarinfoa,6.057557626998286e-05
_wcsdup,6.0197696707293155e-05
setsecuritydescriptordacl,6.017377996738221e-05
acquiresrwlockshared,5.958894336852468e-05
createsolidbrush,5.952028122473781e-05
terminatethread,5.896779957704233e-05
getforegroundwindow,5.864191986961719e-05
findresourcea,5.847921808875277e-05
enumwindows,5.8201284906177156e-05
releasesrwlockexclusive,5.732728555271967e-05
safearraycreate,5.710977585479937e-05
queryservicestatus,5.6885958586587354e-05
getfocus,5.683251131870544e-05
httpopenrequesta,5.68123101019373e-05
__p__fmode,5.6514949757694584e-05
setfilepointer,5.619927131282285e-05
createthread,5.585727263212613e-05
createpipe,5.563445218220642e-05
attachthreadinput,5.5434857814229966e-05
roactivateinstance,5.543469610129979e-05
iswindowenabled,5.5103355168743866e-05
loadtypelib,5.468704245658391e-05
psapi.dll,5.460413897854566e-05
cryptbinarytostringa,5.445056153338514e-05
resumethread,5.4317601849185345e-05
memcmp,5.42928113270429e-05
getpixel,5.4018961439808115e-05
uxtheme.dll,5.3989866599395604e-05
cowaitformultiplehandles,5.3869494233160943e-05
modifymenua,5.3443443858829726e-05
shgetfolderpathandsubdirw,5.326471805844392e-05
createfontindirecta,5.3069976343633636e-05
globaldeleteatom,5.260176532571364e-05
sysstringbytelen,5.193436496667054e-05
cotaskmemrealloc,5.1735459839112655e-05
recv,5.165533866661447e-05
rtladjustprivilege,5.141147840956101e-05
getcurrentthread,5.11758863342242e-05
enumservicesstatusa,5.113857355124195e-05
e_sp,5.103638917835919e-05
e_maxalloc,5.048155878259315e-05
tolower,5.042937649222577e-05
getsubmenu,5.029075792777522e-05
getcurrentdirectorya,5.0255763988962404e-05
getwindowplacement,5.0210927990155336e-05
?__abi_winrtraisecomexception@@yaxj@z,5.0090820307180963e-05
api-ms-win-crt-time-l1-1-0.dll,5.006933265057486e-05
dbghelp.dll,4.9957006824201885e-05
getdesktopwindow,4.94526111904937e-05
getstdhandle,4.9053059820077066e-05
bind,4.884711457998087e-05
/18,4.851468512224261e-05
.crt,4.827849437355378e-05
processidtosessionid,4.827469179809877e-05
unregisterclassa,4.81563356549354e-05
cfgro,4.773151945462162e-05
tablero,4.748146308732949e-05
selectpalette,4.707273341296627e-05
has_network,4.695451190343243e-05
ws2_32.dll,4.691337123628854e-05
controlservice,4.688215119835708e-05
EXPORT_Size,4.68494859969053e-05
oledlg.dll,4.681977738327407e-05
interlockedpopentryslist,4.6408504483907076e-05
releasemutex,4.620469873160127e-05
_o__configthreadlocale,4.6126252039167265e-05
has_crypto,4.6065445380332793e-05
comparestringordinal,4.5797256533880065e-05
getsyscolorbrush,4.5701015520893674e-05
_o__invalid_parameter_noinfo,4.5595367874987186e-05
charlowerbuffa,4.54963031372904e-05
charuppera,4.527181729496594e-05
clienttoscreen,4.50951217197566e-05
??0exception@@qeaa@aebv0@@z,4.456910846286166e-05
sysfreestring,4.4315554586072776e-05
wcscmp,4.392066404949412e-05
sleepconditionvariablesrw,4.3630707113763384e-05
rpcrt4.dll,4.359938225362419e-05
initializecriticalsection,4.355431295011596e-05
addvectoredexceptionhandler,4.338193062271531e-05
localfiletimetofiletime,4.332913241923765e-05
internetreadfile,4.327576944872653e-05
getconsolecp,4.305408237689474e-05
getprocessid,4.279683234461091e-05
registerhotkey,4.278171346147146e-05
createcompatibledc,4.2418306288530637e-05
variantinit,4.2165473460265636e-05
cryptdestroykey,4.1835404738630545e-05
_stricmp,4.140304995062288e-05
shgetspecialfolderlocation,4.118149376209467e-05
loadicona,4.108907534896086e-05
getmenustringa,4.108707081122681e-05
fopen,4.067686431213643e-05
queueuserworkitem,4.029738291150461e-05
winexec,3.9688620309587364e-05
closesocket,3.888608086690613e-05
heapvalidate,3.836299713970759e-05
.edata,3.7205627933371404e-05
shgetpathfromidlista,3.7190281418973345e-05
gettickcount64,3.6994259542963624e-05
isdialogmessagea,3.656312271940055e-05
iphlpapi.dll,3.655461272014882e-05
getaclinformation,3.6502686731277927e-05
getdibits,3.6489041832433726e-05
fflush,3.6394940160285246e-05
setthreadaffinitymask,3.619073076996486e-05
wcsrchr,3.6126985603458575e-05
connect,3.608784219553378e-05
setthreadpooltimer,3.594098287570678e-05
rtlgetversion,3.590806528427508e-05
api-ms-win-crt-utility-l1-1-0.dll,3.5668612627523775e-05
ntqueryinformationprocess,3.533278051721696e-05
getcompressedfilesizetransactedw,3.5308984586342837e-05
getsockopt,3.510642814684823e-05
/99,3.509827858711588e-05
.wixburn,3.50037987774859e-05
tracemessage,3.489481633703752e-05
charlowera,3.4882086875665233e-05
api-ms-win-core-wow64-l1-1-0.dll,3.450372162575891e-05
secur32.dll,3.4446336496120236e-05
_vsnwprintf_s,3.439843635679868e-05
crypthashdata,3.407040253286377e-05
Magic,3.358501196588278e-05
_wtoi64,3.34974568229282e-05
eventactivityidcontrol,3.3352554874773924e-05
e_lfarlc,3.266043554762015e-05
getactivewindow,3.259183036055765e-05
api-ms-win-core-io-l1-1-0.dll,3.256559253626969e-05
